,CLB,Name,Main_position,Height,Foot,Contract,Market_Value
275,Leicester City,Ricardo Pereira,Right-Back,"1,75m",right,"Jun 30, 2026",€5.00m
276,Leicester City,Woyo Coulibaly,Right-Back,"1,82m",both,"Jun 30, 2029",€2.00m
277,Leicester City,Wilfred Ndidi,Defensive Midfield,"1,83m",right,"Jun 30, 2027",€18.00m
278,Leicester City,Boubakary Soumaré,Defensive Midfield,"1,88m",right,"Jun 30, 2026",€14.00m
279,Leicester City,Oliver Skipp,Defensive Midfield,"1,75m",right,"Jun 30, 2029",€12.00m
280,Leicester City,Harry Winks,Defensive Midfield,"1,78m",right,"Jun 30, 2026",€10.00m
281,Leicester City,Michael Golding,Central Midfield,"1,80m",right,"Jun 30, 2028",€2.00m
282,Leicester City,Bilal El Khannouss,Attacking Midfield,"1,80m",right,"Jun 30, 2028",€30.00m
283,Leicester City,Facundo Buonanotte,Attacking Midfield,"1,74m",left,"Jun 30, 2025",€22.00m
284,Leicester City,Stephy Mavididi,Left Winger,"1,82m",right,"Jun 30, 2028",€11.00m
285,Leicester City,Issahaku Fatawu,Right Winger,"1,77m",left,"Jun 30, 2029",€13.00m
286,Leicester City,Bobby De Cordova-Reid,Right Winger,"1,70m",right,"Jun 30, 2027",€4.00m
287,Leicester City,Jordan Ayew,Right Winger,"1,82m",right,"Jun 30, 2026",€3.50m
288,Leicester City,Kasey McAteer,Right Winger,"1,77m",right,"Jun 30, 2028",€900k
289,Leicester City,Patson Daka,Centre-Forward,"1,83m",right,"Jun 30, 2026",€12.00m
290,Leicester City,Odsonne Edouard,Centre-Forward,"1,87m",right,"Jun 30, 2025",€10.00m
291,Leicester City,Jamie Vardy,Centre-Forward,"1,79m",right,"Jun 30, 2025",€1.00m
292,Liverpool FC,Alisson,Goalkeeper,"1,93m",right,"Jun 30, 2027",€25.00m
293,Liverpool FC,Caoimhín Kelleher,Goalkeeper,"1,88m",right,"Jun 30, 2026",€22.00m
294,Liverpool FC,Vitezslav Jaros,Goalkeeper,"1,90m",right,"Jun 30, 2026",€5.00m
295,Liverpool FC,Harvey Davies,Goalkeeper,"1,90m",left,"Jun 30, 2025",€500k
296,Liverpool FC,Ibrahima Konaté,Centre-Back,"1,94m",right,"Jun 30, 2026",€60.00m
297,Liverpool FC,Virgil van Dijk,Centre-Back,"1,95m",right,"Jun 30, 2027",€28.00m
298,Liverpool FC,Joe Gomez,Centre-Back,"1,88m",right,"Jun 30, 2027",€25.00m
299,Liverpool FC,Jarell Quansah,Centre-Back,"1,90m",right,"Jun 30, 2029",€22.00m
300,Liverpool FC,Konstantinos Tsimikas,Left-Back,"1,79m",left,"Jun 30, 2027",€20.00m
301,Liverpool FC,Andrew Robertson,Left-Back,"1,78m",left,"Jun 30, 2026",€20.00m
302,Liverpool FC,Trent Alexander-Arnold,Right-Back,"1,75m",right,"Jun 30, 2025",€75.00m
303,Liverpool FC,Conor Bradley,Right-Back,"1,81m",right,"Jun 30, 2027",€25.00m
304,Liverpool FC,Ryan Gravenberch,Defensive Midfield,"1,90m",right,"Jun 30, 2028",€70.00m
305,Liverpool FC,Wataru Endo,Defensive Midfield,"1,78m",right,"Jun 30, 2027",€10.00m
306,Liverpool FC,Tyler Morton,Defensive Midfield,"1,85m",right,-,€8.00m
307,Liverpool FC,Alexis Mac Allister,Central Midfield,"1,76m",right,"Jun 30, 2028",€90.00m
308,Liverpool FC,Dominik Szoboszlai,Central Midfield,"1,87m",right,"Jun 30, 2028",€80.00m
309,Liverpool FC,Curtis Jones,Central Midfield,"1,85m",right,"Jun 30, 2027",€50.00m
310,Liverpool FC,Harvey Elliott,Central Midfield,"1,70m",left,"Jun 30, 2027",€35.00m
311,Liverpool FC,Luis Díaz,Left Winger,"1,80m",right,"Jun 30, 2027",€85.00m
312,Liverpool FC,Cody Gakpo,Left Winger,"1,93m",right,"Jun 30, 2028",€70.00m
313,Liverpool FC,Mohamed Salah,Right Winger,"1,75m",left,"Jun 30, 2027",€55.00m
314,Liverpool FC,Federico Chiesa,Right Winger,"1,75m",right,"Jun 30, 2028",€18.00m
315,Liverpool FC,Darwin Núñez,Centre-Forward,"1,87m",right,"Jun 30, 2028",€50.00m
316,Liverpool FC,Diogo Jota,Centre-Forward,"1,78m",right,"Jun 30, 2027",€45.00m
317,Manchester City,Ederson,Goalkeeper,"1,88m",left,"Jun 30, 2026",€25.00m
318,Manchester City,Stefan Ortega,Goalkeeper,"1,85m",right,"Jun 30, 2026",€9.00m
319,Manchester City,Scott Carson,Goalkeeper,"1,88m",right,"Jun 30, 2025",€200k
320,Manchester City,Rúben Dias,Centre-Back,"1,87m",right,"Jun 30, 2027",€70.00m
321,Manchester City,Abdukodir Khusanov,Centre-Back,"1,86m",right,"Jun 30, 2029",€35.00m
322,Manchester City,Nathan Aké,Centre-Back,"1,80m",left,"Jun 30, 2027",€32.00m
323,Manchester City,Manuel Akanji,Centre-Back,"1,88m",right,"Jun 30, 2027",€32.00m
324,Manchester City,John Stones,Centre-Back,"1,88m",right,"Jun 30, 2026",€30.00m
325,Manchester City,Vitor Reis,Centre-Back,"1,86m",right,"Jun 30, 2029",€30.00m
326,Manchester City,Josko Gvardiol,Left-Back,"1,85m",left,"Jun 30, 2028",€75.00m
327,Manchester City,Rico Lewis,Right-Back,"1,70m",right,"Jun 30, 2028",€40.00m
328,Manchester City,Rodri,Defensive Midfield,"1,91m",right,"Jun 30, 2027",€130.00m
329,Manchester City,Nico González,Central Midfield,"1,88m",right,"Jun 30, 2029",€40.00m
330,Manchester City,Matheus Nunes,Central Midfield,"1,83m",right,"Jun 30, 2028",€35.00m
331,Manchester City,Mateo Kovacic,Central Midfield,"1,77m",right,"Jun 30, 2027",€25.00m
332,Manchester City,İlkay Gündoğan,Central Midfield,"1,80m",right,"Jun 30, 2026",€7.00m
333,Manchester City,Bernardo Silva,Attacking Midfield,"1,73m",left,"Jun 30, 2026",€45.00m
334,Manchester City,Kevin De Bruyne,Attacking Midfield,"1,81m",right,"Jun 30, 2025",€27.00m
335,Manchester City,Claudio Echeverri,Attacking Midfield,"1,70m",right,"Jun 30, 2028",€18.00m
336,Manchester City,James McAtee,Attacking Midfield,"1,80m",left,"Jun 30, 2026",€18.00m
337,Manchester City,Nico O'Reilly,Attacking Midfield,"1,93m",left,"Jun 30, 2028",€7.00m
338,Manchester City,Jérémy Doku,Left Winger,"1,73m",right,"Jun 30, 2028",€55.00m
339,Manchester City,Jack Grealish,Left Winger,"1,80m",right,"Jun 30, 2027",€35.00m
340,Manchester City,Phil Foden,Right Winger,"1,71m",left,"Jun 30, 2027",€130.00m
341,Manchester City,Savinho,Right Winger,"1,76m",left,"Jun 30, 2029",€55.00m
342,Manchester City,Oscar Bobb,Right Winger,"1,75m",left,"Jun 30, 2029",€25.00m
343,Manchester City,Erling Haaland,Centre-Forward,"1,95m",left,"Jun 30, 2034",€200.00m
344,Manchester City,Omar Marmoush,Centre-Forward,"1,83m",right,"Jun 30, 2029",€75.00m
345,Manchester United,André Onana,Goalkeeper,"1,90m",right,"Jun 30, 2028",€32.00m
346,Manchester United,Altay Bayındır,Goalkeeper,"1,98m",right,"Jun 30, 2027",€10.00m
347,Manchester United,Tom Heaton,Goalkeeper,"1,88m",right,"Jun 30, 2025",€250k
348,Manchester United,Leny Yoro,Centre-Back,"1,90m",right,"Jun 30, 2029",€55.00m
349,Manchester United,Lisandro Martínez,Centre-Back,"1,75m",left,"Jun 30, 2027",€45.00m
350,Manchester United,Matthijs de Ligt,Centre-Back,"1,89m",right,"Jun 30, 2029",€40.00m
351,Manchester United,Harry Maguire,Centre-Back,"1,94m",right,"Jun 30, 2026",€15.00m
352,Manchester United,Victor Lindelöf,Centre-Back,"1,87m",right,"Jun 30, 2025",€10.00m
353,Manchester United,Ayden Heaven,Centre-Back,"1,89m",left,"Jun 30, 2029",€1.50m
354,Manchester United,Jonny Evans,Centre-Back,"1,88m",both,"Jun 30, 2025",€1.50m
355,Manchester United,Patrick Dorgu,Left-Back,"1,85m",left,"Jun 30, 2030",€25.00m
356,Manchester United,Luke Shaw,Left-Back,"1,78m",left,"Jun 30, 2027",€16.00m
357,Manchester United,Diogo Dalot,Right-Back,"1,83m",right,"Jun 30, 2028",€35.00m
358,Manchester United,Noussair Mazraoui,Right-Back,"1,83m",right,"Jun 30, 2028",€32.00m
359,Manchester United,Manuel Ugarte,Defensive Midfield,"1,82m",right,"Jun 30, 2029",€50.00m
360,Manchester United,Casemiro,Defensive Midfield,"1,85m",right,"Jun 30, 2026",€12.00m
361,Manchester United,Toby Collyer,Defensive Midfield,"1,80m",right,"Jun 30, 2027",€5.00m
362,Manchester United,Kobbie Mainoo,Central Midfield,"1,80m",right,"Jun 30, 2027",€55.00m
363,Manchester United,Christian Eriksen,Central Midfield,"1,82m",right,"Jun 30, 2025",€6.00m
364,Manchester United,Bruno Fernandes,Attacking Midfield,"1,79m",right,"Jun 30, 2027",€55.00m
365,Manchester United,Alejandro Garnacho,Attacking Midfield,"1,80m",right,"Jun 30, 2028",€45.00m
366,Manchester United,Mason Mount,Attacking Midfield,"1,81m",right,"Jun 30, 2028",€28.00m
367,Manchester United,Amad Diallo,Right Winger,"1,73m",left,"Jun 30, 2030",€40.00m
368,Manchester United,Rasmus Højlund,Centre-Forward,"1,91m",left,"Jun 30, 2028",€45.00m
369,Manchester United,Joshua Zirkzee,Centre-Forward,"1,93m",right,"Jun 30, 2029",€35.00m
370,Manchester United,Chido Obi-Martin,Centre-Forward,"1,88m",right,-,€5.00m
371,Newcastle United,Nick Pope,Goalkeeper,"1,98m",right,"Jun 30, 2026",€10.00m
372,Newcastle United,Odysseas Vlachodimos,Goalkeeper,"1,91m",right,-,€7.00m
373,Newcastle United,Martin Dúbravka,Goalkeeper,"1,91m",right,"Jun 30, 2026",€1.00m
374,Newcastle United,Mark Gillespie,Goalkeeper,"1,91m",right,"Jun 30, 2025",€300k
375,Newcastle United,John Ruddy,Goalkeeper,"1,92m",right,"Jun 30, 2025",€200k
376,Newcastle United,Sven Botman,Centre-Back,"1,93m",left,"Jun 30, 2027",€45.00m
377,Newcastle United,Fabian Schär,Centre-Back,"1,86m",right,"Jun 30, 2026",€9.00m
378,Newcastle United,Dan Burn,Centre-Back,"2,01m",left,"Jun 30, 2026",€7.00m
379,Newcastle United,Jamaal Lascelles,Centre-Back,"1,88m",right,"Jun 30, 2025",€6.00m
380,Newcastle United,Lewis Hall,Left-Back,"1,79m",left,-,€30.00m
381,Newcastle United,Matt Targett,Left-Back,"1,83m",left,"Jun 30, 2026",€8.00m
382,Newcastle United,Jamal Lewis,Left-Back,"1,78m",left,"Jun 30, 2025",€3.00m
383,Newcastle United,Tino Livramento,Right-Back,"1,82m",right,"Jun 30, 2028",€35.00m
384,Newcastle United,Kieran Trippier,Right-Back,"1,73m",right,"Jun 30, 2026",€5.00m
385,Newcastle United,Emil Krafth,Right-Back,"1,84m",right,"Jun 30, 2026",€2.50m
386,Newcastle United,Bruno Guimarães,Defensive Midfield,"1,82m",right,"Jun 30, 2028",€80.00m
387,Newcastle United,Sandro Tonali,Central Midfield,"1,81m",right,"Jun 30, 2028",€45.00m
388,Newcastle United,Joelinton,Central Midfield,"1,86m",right,"Jun 30, 2028",€40.00m
389,Newcastle United,Joe Willock,Central Midfield,"1,86m",right,"Jun 30, 2027",€28.00m
390,Newcastle United,Sean Longstaff,Central Midfield,"1,87m",right,"Jun 30, 2026",€22.00m
391,Newcastle United,Lewis Miley,Central Midfield,"1,89m",right,"Jun 30, 2029",€22.00m
392,Newcastle United,Anthony Gordon,Left Winger,"1,83m",right,-,€65.00m
393,Newcastle United,Harvey Barnes,Left Winger,"1,82m",right,"Jun 30, 2028",€30.00m
394,Newcastle United,Jacob Murphy,Right Winger,"1,79m",right,"Jun 30, 2027",€16.00m
395,Newcastle United,Alexander Isak,Centre-Forward,"1,92m",right,"Jun 30, 2028",€100.00m
396,Newcastle United,Callum Wilson,Centre-Forward,"1,80m",right,"Jun 30, 2025",€11.00m
397,Newcastle United,William Osula,Centre-Forward,"1,91m",right,"Jun 30, 2029",€7.00m
398,Nottingham Forest,Matz Sels,Goalkeeper,"1,88m",right,"Jun 30, 2027",€7.00m
399,Nottingham Forest,Carlos Miguel,Goalkeeper,"2,04m",left,"Jun 30, 2028",€4.00m
400,Nottingham Forest,Wayne Hennessey,Goalkeeper,"1,98m",right,"Jun 30, 2025",€175k
401,Nottingham Forest,Murillo,Centre-Back,"1,80m",left,"Jun 30, 2029",€55.00m
402,Nottingham Forest,Nikola Milenković,Centre-Back,"1,95m",right,"Jun 30, 2029",€28.00m
403,Nottingham Forest,Morato,Centre-Back,"1,92m",left,"Jun 30, 2029",€15.00m
404,Nottingham Forest,Willy Boly,Centre-Back,"1,95m",right,"Jun 30, 2025",€2.00m
405,Nottingham Forest,Álex Moreno,Left-Back,"1,79m",left,"May 31, 2025",€11.00m
406,Nottingham Forest,Harry Toffolo,Left-Back,"1,83m",left,"Jun 30, 2025",€4.00m
407,Nottingham Forest,Neco Williams,Right-Back,"1,83m",right,"Jun 30, 2026",€20.00m
408,Nottingham Forest,Ola Aina,Right-Back,"1,84m",right,"Jun 30, 2025",€20.00m
409,Nottingham Forest,Ibrahim Sangaré,Defensive Midfield,"1,91m",right,"Jun 30, 2028",€28.00m
410,Nottingham Forest,Danilo,Defensive Midfield,"1,77m",left,"Jun 30, 2029",€28.00m
411,Nottingham Forest,Elliot Anderson,Central Midfield,"1,79m",right,"Jun 30, 2029",€30.00m
412,Nottingham Forest,Nicolás Domínguez,Central Midfield,"1,79m",right,"Jun 30, 2028",€17.00m
413,Nottingham Forest,Ryan Yates,Central Midfield,"1,90m",right,"Jun 30, 2028",€13.00m
414,Nottingham Forest,Eric da Silva Moreira,Right Midfield,"1,85m",right,"Jun 30, 2028",€1.00m
415,Nottingham Forest,Morgan Gibbs-White,Attacking Midfield,"1,71m",right,"Jun 30, 2027",€50.00m
416,Nottingham Forest,Callum Hudson-Odoi,Left Winger,"1,78m",right,"Jun 30, 2026",€24.00m
417,Nottingham Forest,Ramón Sosa,Left Winger,"1,79m",right,"Jun 30, 2029",€13.00m
418,Nottingham Forest,Anthony Elanga,Right Winger,"1,78m",right,"Jun 30, 2028",€35.00m
419,Nottingham Forest,Jota Silva,Right Winger,"1,79m",right,"Jun 30, 2028",€14.00m
420,Nottingham Forest,Taiwo Awoniyi,Centre-Forward,"1,83m",right,"Jun 30, 2027",€18.00m
421,Nottingham Forest,Chris Wood,Centre-Forward,"1,91m",right,"Jun 30, 2027",€10.00m
422,Southampton FC,Aaron Ramsdale,Goalkeeper,"1,90m",right,"Jun 30, 2028",€16.00m
423,Southampton FC,Gavin Bazunu,Goalkeeper,"1,88m",right,"Jun 30, 2027",€11.00m
424,Southampton FC,Joe Lumley,Goalkeeper,"1,90m",right,"Jun 30, 2025",€600k
425,Southampton FC,Alex McCarthy,Goalkeeper,"1,93m",right,"Jun 30, 2026",€500k
426,Southampton FC,Taylor Harwood-Bellis,Centre-Back,"1,88m",right,"Jun 30, 2028",€25.00m
427,Southampton FC,Armel Bella-Kotchap,Centre-Back,"1,90m",right,"Jun 30, 2026",€12.00m
428,Southampton FC,Jan Bednarek,Centre-Back,"1,89m",right,"Jun 30, 2027",€11.00m
429,Southampton FC,Nathan Wood,Centre-Back,"1,88m",right,"Jun 30, 2028",€3.80m
430,Southampton FC,Jack Stephens,Centre-Back,"1,85m",right,"Jun 30, 2025",€2.00m
431,Southampton FC,Joachim Kayi Sanda,Centre-Back,"1,86m",right,"Jun 30, 2029",€1.50m
432,Southampton FC,Juan Larios,Left-Back,"1,70m",left,"Jun 30, 2027",€4.50m
433,Southampton FC,Ryan Manning,Left-Back,"1,73m",left,"Jun 30, 2027",€3.50m
434,Southampton FC,Welington,Left-Back,"1,70m",left,-,€3.50m
435,Southampton FC,Charlie Taylor,Left-Back,"1,83m",left,"Jun 30, 2026",€2.80m
436,Southampton FC,Kyle Walker-Peters,Right-Back,"1,73m",right,"Jun 30, 2025",€18.00m
437,Southampton FC,Yukinari Sugawara,Right-Back,"1,79m",right,"Jun 30, 2028",€12.00m
438,Southampton FC,James Bree,Right-Back,"1,78m",right,"Jun 30, 2026",€2.50m
439,Southampton FC,Lesley Ugochukwu,Defensive Midfield,"1,90m",right,"May 31, 2025",€20.00m
440,Southampton FC,Flynn Downes,Defensive Midfield,"1,78m",right,"Jun 30, 2028",€15.00m
441,Southampton FC,Mateus Fernandes,Central Midfield,"1,78m",right,"Jun 30, 2029",€15.00m
442,Southampton FC,Will Smallbone,Central Midfield,"1,83m",right,"Jun 30, 2026",€7.00m
443,Southampton FC,Joe Aribo,Central Midfield,"1,83m",left,"Jun 30, 2026",€6.00m
444,Southampton FC,Albert Grønbæk,Attacking Midfield,"1,81m",right,"Jun 30, 2025",€12.00m
445,Southampton FC,Adam Lallana,Attacking Midfield,"1,72m",both,"Jun 30, 2025",€900k
446,Southampton FC,Kamaldeen Sulemana,Left Winger,"1,75m",right,"Jun 30, 2027",€13.00m
447,Southampton FC,Ryan Fraser,Left Winger,"1,63m",right,"Jun 30, 2026",€3.00m
448,Southampton FC,Tyler Dibling,Right Winger,"1,78m",left,"Jun 30, 2027",€25.00m
449,Southampton FC,Cameron Archer,Centre-Forward,"1,75m",right,"Jun 30, 2028",€14.00m
450,Southampton FC,Paul Onuachu,Centre-Forward,"2,01m",right,"Jun 30, 2026",€8.00m
451,Southampton FC,Ross Stewart,Centre-Forward,"1,88m",right,"Jun 30, 2026",€4.50m
452,Tottenham Hotspur,Guglielmo Vicario,Goalkeeper,"1,94m",right,"Jun 30, 2028",€35.00m
453,Tottenham Hotspur,Antonín Kinský,Goalkeeper,"1,90m",right,"Jun 30, 2031",€15.00m
454,Tottenham Hotspur,Fraser Forster,Goalkeeper,"2,01m",right,"Jun 30, 2025",€1.20m
455,Tottenham Hotspur,Brandon Austin,Goalkeeper,"1,88m",right,"Jun 30, 2029",€600k
456,Tottenham Hotspur,Alfie Whiteman,Goalkeeper,"1,88m",right,"Jun 30, 2025",€500k
457,Tottenham Hotspur,Cristian Romero,Centre-Back,"1,85m",right,"Jun 30, 2027",€55.00m
458,Tottenham Hotspur,Micky van de Ven,Centre-Back,"1,93m",left,"Jun 30, 2029",€55.00m
459,Tottenham Hotspur,Kevin Danso,Centre-Back,"1,90m",right,"Jun 30, 2025",€25.00m
460,Tottenham Hotspur,Radu Drăgușin,Centre-Back,"1,91m",right,"Jun 30, 2030",€25.00m
461,Tottenham Hotspur,Ben Davies,Centre-Back,"1,81m",left,"Jun 30, 2025",€8.00m
462,Tottenham Hotspur,Destiny Udogie,Left-Back,"1,88m",left,"Jun 30, 2030",€45.00m
463,Tottenham Hotspur,Sergio Reguilón,Left-Back,"1,78m",left,"Jun 30, 2025",€8.00m
464,Tottenham Hotspur,Pedro Porro,Right-Back,"1,73m",right,"Jun 30, 2028",€45.00m
465,Tottenham Hotspur,Archie Gray,Right-Back,"1,87m",right,"Jun 30, 2030",€35.00m
466,Tottenham Hotspur,Djed Spence,Right-Back,"1,84m",right,"Jun 30, 2028",€15.00m
467,Tottenham Hotspur,Rodrigo Bentancur,Defensive Midfield,"1,87m",right,"Jun 30, 2026",€30.00m
468,Tottenham Hotspur,Yves Bissouma,Defensive Midfield,"1,82m",right,"Jun 30, 2026",€28.00m
469,Tottenham Hotspur,Pape Matar Sarr,Central Midfield,"1,84m",right,"Jun 30, 2030",€40.00m
470,Tottenham Hotspur,Lucas Bergvall,Central Midfield,"1,87m",right,"Jun 30, 2031",€25.00m
471,Tottenham Hotspur,Dejan Kulusevski,Attacking Midfield,"1,86m",left,"Jun 30, 2028",€60.00m
472,Tottenham Hotspur,James Maddison,Attacking Midfield,"1,75m",right,"Jun 30, 2028",€50.00m
473,Tottenham Hotspur,Heung-min Son,Left Winger,"1,84m",both,"Jun 30, 2026",€30.00m
474,Tottenham Hotspur,Wilson Odobert,Left Winger,"1,82m",right,"Jun 30, 2029",€18.00m
475,Tottenham Hotspur,Mikey Moore,Left Winger,"1,80m",right,"Jun 30, 2027",€15.00m
476,Tottenham Hotspur,Timo Werner,Left Winger,"1,80m",right,"Jun 30, 2025",€10.00m
477,Tottenham Hotspur,Brennan Johnson,Right Winger,"1,86m",right,"Jun 30, 2028",€50.00m
478,Tottenham Hotspur,Dominic Solanke,Centre-Forward,"1,86m",right,"Jun 30, 2030",€45.00m
479,Tottenham Hotspur,Mathys Tel,Centre-Forward,"1,83m",right,"Jun 30, 2025",€40.00m
480,Tottenham Hotspur,Richarlison,Centre-Forward,"1,84m",right,"Jun 30, 2027",€25.00m
481,Tottenham Hotspur,Dane Scarlett,Centre-Forward,"1,80m",right,"Jun 30, 2027",€1.80m
482,West Ham United,Alphonse Areola,Goalkeeper,"1,95m",right,"Jun 30, 2027",€10.00m
483,West Ham United,Wes Foderingham,Goalkeeper,"1,85m",left,"Jun 30, 2026",€900k
484,West Ham United,Lukasz Fabianski,Goalkeeper,"1,90m",right,"Jun 30, 2025",€700k
485,West Ham United,Maximilian Kilman,Centre-Back,"1,94m",left,"Jun 30, 2031",€30.00m
486,West Ham United,Jean-Clair Todibo,Centre-Back,"1,90m",right,"Jun 30, 2025",€28.00m
487,West Ham United,Konstantinos Mavropanos,Centre-Back,"1,94m",right,"Jun 30, 2028",€17.00m
488,West Ham United,Kaelan Casey,Centre-Back,"1,85m",right,"Jun 30, 2027",€1.00m
489,West Ham United,Emerson,Left-Back,"1,76m",left,"Jun 30, 2026",€12.00m
490,West Ham United,Oliver Scarles,Left-Back,"1,80m",left,"Jun 30, 2028",€4.00m
491,West Ham United,Aaron Cresswell,Left-Back,"1,70m",left,"Jun 30, 2025",€700k
492,West Ham United,Aaron Wan-Bissaka,Right-Back,"1,83m",right,"Jun 30, 2031",€22.00m
493,West Ham United,Vladimír Coufal,Right-Back,"1,74m",right,"Jun 30, 2025",€7.00m
494,West Ham United,Edson Álvarez,Defensive Midfield,"1,90m",right,"Jun 30, 2028",€30.00m
495,West Ham United,Tomas Soucek,Defensive Midfield,"1,92m",right,"Jun 30, 2027",€22.00m
496,West Ham United,Guido Rodríguez,Defensive Midfield,"1,85m",right,"Jun 30, 2027",€12.00m
497,West Ham United,Carlos Soler,Central Midfield,"1,80m",right,"Jun 30, 2025",€20.00m
498,West Ham United,James Ward-Prowse,Central Midfield,"1,77m",right,"Jun 30, 2027",€10.00m
499,West Ham United,Andrew Irving,Central Midfield,"1,90m",left,"Jun 30, 2026",€5.00m
500,West Ham United,Lucas Paquetá,Attacking Midfield,"1,80m",left,"Jun 30, 2027",€35.00m
501,West Ham United,Crysencio Summerville,Left Winger,"1,74m",right,"Jun 30, 2029",€22.00m
502,West Ham United,Mohammed Kudus,Right Winger,"1,77m",left,"Jun 30, 2028",€50.00m
503,West Ham United,Jarrod Bowen,Right Winger,"1,76m",left,"Jun 30, 2030",€45.00m
504,West Ham United,Luis Guilherme,Right Winger,"1,75m",left,"Jun 30, 2029",€18.00m
505,West Ham United,Evan Ferguson,Centre-Forward,"1,88m",right,"Jun 30, 2025",€32.00m
506,West Ham United,Niclas Füllkrug,Centre-Forward,"1,89m",right,"Jun 30, 2028",€12.00m
507,West Ham United,Danny Ings,Centre-Forward,"1,77m",right,"Jun 30, 2025",€7.00m
508,West Ham United,Michail Antonio,Centre-Forward,"1,80m",right,"Jun 30, 2025",€1.00m
509,Wolverhampton Wanderers,José Sá,Goalkeeper,"1,92m",right,"Jun 30, 2027",€8.00m
510,Wolverhampton Wanderers,Sam Johnstone,Goalkeeper,"1,93m",right,"Jun 30, 2028",€8.00m
511,Wolverhampton Wanderers,Daniel Bentley,Goalkeeper,"1,93m",,"Jun 30, 2027",€2.00m
512,Wolverhampton Wanderers,Tom King,Goalkeeper,"1,94m",right,"Jun 30, 2027",€200k
513,Wolverhampton Wanderers,Toti,Centre-Back,"1,87m",left,"Jun 30, 2029",€25.00m
514,Wolverhampton Wanderers,Emmanuel Agbadou,Centre-Back,"1,92m",right,"Jun 30, 2029",€17.00m
515,Wolverhampton Wanderers,Nasser Djiga,Centre-Back,"1,92m",right,"Jun 30, 2030",€10.00m
516,Wolverhampton Wanderers,Santiago Bueno,Centre-Back,"1,90m",right,"Jun 30, 2028",€8.00m
517,Wolverhampton Wanderers,Yerson Mosquera,Centre-Back,"1,88m",right,"Jun 30, 2030",€8.00m
518,Wolverhampton Wanderers,Bastien Meupiyou,Centre-Back,"1,91m",left,"Jun 30, 2029",€2.50m
519,Wolverhampton Wanderers,Craig Dawson,Centre-Back,"1,88m",right,"Jun 30, 2025",€2.00m
520,Wolverhampton Wanderers,Rayan Aït-Nouri,Left-Back,"1,80m",left,"Jun 30, 2026",€35.00m
521,Wolverhampton Wanderers,Nélson Semedo,Right-Back,"1,77m",right,"Jun 30, 2025",€10.00m
522,Wolverhampton Wanderers,Pedro Lima,Right-Back,"1,74m",right,"Jun 30, 2029",€5.00m
523,Wolverhampton Wanderers,Matt Doherty,Right-Back,"1,85m",right,"Jun 30, 2026",€2.50m
524,Wolverhampton Wanderers,André,Defensive Midfield,"1,76m",right,"Jun 30, 2029",€25.00m
525,Wolverhampton Wanderers,Boubacar Traoré,Defensive Midfield,"1,83m",right,"Jun 30, 2027",€6.00m
526,Wolverhampton Wanderers,João Gomes,Central Midfield,"1,76m",right,"Jun 30, 2030",€40.00m
527,Wolverhampton Wanderers,Jean-Ricner Bellegarde,Central Midfield,"1,72m",right,"Jun 30, 2028",€18.00m
528,Wolverhampton Wanderers,Marshall Munetsi,Central Midfield,"1,88m",right,"Jun 30, 2028",€15.00m
529,Wolverhampton Wanderers,Tommy Doyle,Central Midfield,"1,72m",right,"Jun 30, 2028",€10.00m
530,Wolverhampton Wanderers,Rodrigo Gomes,Right Midfield,"1,75m",right,"Jun 30, 2029",€15.00m
531,Wolverhampton Wanderers,Gonçalo Guedes,Left Winger,"1,79m",right,"Jun 30, 2027",€13.00m
532,Wolverhampton Wanderers,Carlos Forbs,Left Winger,"1,69m",left,"Jun 30, 2025",€8.00m
533,Wolverhampton Wanderers,Enso González,Left Winger,"1,69m",left,"Jun 30, 2029",€4.00m
534,Wolverhampton Wanderers,Pablo Sarabia,Right Winger,"1,74m",left,"Jun 30, 2025",€7.00m
535,Wolverhampton Wanderers,Matheus Cunha,Centre-Forward,"1,83m",right,"Jun 30, 2029",€55.00m
536,Wolverhampton Wanderers,Jørgen Strand Larsen,Centre-Forward,"1,93m",right,"Jun 30, 2025",€27.00m
537,Wolverhampton Wanderers,Hee-chan Hwang,Centre-Forward,"1,77m",right,"Jun 30, 2028",€17.00m
538,Wolverhampton Wanderers,Sasa Kalajdzic,Centre-Forward,"2,00m",right,"Jun 30, 2027",€5.00m
539,Wolverhampton Wanderers,Nathan Fraser,Centre-Forward,"1,88m",right,"Jun 30, 2028",€600k
